constructorId,name,points,status,raceId
lotus_f1,Lotus F1,0,Finished,3
force_india,Force India,0,Finished,3
toro_rosso,Toro Rosso,0,Finished,3
toro_rosso,Toro Rosso,0,Finished,3
sauber,Sauber,0,Finished,4
force_india,Force India,0,Finished,4
sauber,Sauber,0,Finished,4
toro_rosso,Toro Rosso,0,Finished,4
force_india,Force India,0,Finished,7
force_india,Force India,0,Finished,7
toro_rosso,Toro Rosso,0,Finished,7
toro_rosso,Toro Rosso,0,Finished,8
caterham,Caterham,0,Finished,8
caterham,Caterham,0,Finished,8
marussia,Marussia,0,Finished,8
sauber,Sauber,0,Finished,9
force_india,Force India,0,Finished,9
toro_rosso,Toro Rosso,0,Finished,9
toro_rosso,Toro Rosso,0,Finished,9
mercedes,Mercedes,0,Finished,9
force_india,Force India,0,Finished,10
ferrari,Ferrari,0,Finished,10
toro_rosso,Toro Rosso,0,Finished,10
toro_rosso,Toro Rosso,0,Finished,10
force_india,Force India,0,Finished,11
force_india,Force India,0,Finished,11
sauber,Sauber,0,Finished,11
mercedes,Mercedes,0,Finished,12
sauber,Sauber,0,Finished,12
toro_rosso,Toro Rosso,0,Finished,13
lotus_f1,Lotus F1,0,Finished,13
red_bull,Red Bull,0,Finished,14
marussia,Marussia,0,Finished,14
sauber,Sauber,0,Finished,14
force_india,Force India,0,Finished,14
caterham,Caterham,0,Finished,14
marussia,Marussia,0,Finished,14
mercedes,Mercedes,0,Finished,15
force_india,Force India,0,Finished,15
toro_rosso,Toro Rosso,0,Finished,15
sauber,Sauber,0,Finished,16
force_india,Force India,0,Finished,16
mercedes,Mercedes,0,Finished,16
mercedes,Mercedes,0,Finished,17
force_india,Force India,0,Finished,17
toro_rosso,Toro Rosso,0,Finished,17
sauber,Sauber,0,Finished,17
mercedes,Mercedes,0,Finished,18
toro_rosso,Toro Rosso,0,Finished,18
caterham,Caterham,0,Finished,18
marussia,Marussia,0,Finished,18
sauber,Sauber,0,Finished,18
caterham,Caterham,0,Finished,18
hrt,HRT,0,Finished,18
sauber,Sauber,0,Finished,19
toro_rosso,Toro Rosso,0,Finished,19
mercedes,Mercedes,0,Finished,19
mclaren,McLaren,0,Finished,1
toro_rosso,Toro Rosso,0,Finished,1
mclaren,McLaren,0,Finished,3
toro_rosso,Toro Rosso,0,Finished,3
sauber,Sauber,0,Finished,4
force_india,Force India,0,Finished,4
ferrari,Ferrari,0,Finished,4
sauber,Sauber,0,Finished,6
sauber,Sauber,0,Finished,6
marussia,Marussia,0,Finished,6
caterham,Caterham,0,Finished,6
mclaren,McLaren,0,Finished,8
sauber,Sauber,0,Finished,8
caterham,Caterham,0,Finished,8
marussia,Marussia,0,Finished,8
marussia,Marussia,0,Finished,8
caterham,Caterham,0,Finished,8
force_india,Force India,0,Finished,9
toro_rosso,Toro Rosso,0,Finished,9
force_india,Force India,0,Finished,9
sauber,Sauber,0,Finished,9
mclaren,McLaren,0,Finished,11
toro_rosso,Toro Rosso,0,Finished,11
sauber,Sauber,0,Finished,11
sauber,Sauber,0,Finished,11
lotus_f1,Lotus F1,0,Finished,12
mclaren,McLaren,0,Finished,12
sauber,Sauber,0,Finished,12
sauber,Sauber,0,Finished,13
toro_rosso,Toro Rosso,0,Finished,13
sauber,Sauber,0,Finished,14
caterham,Caterham,0,Finished,14
caterham,Caterham,0,Finished,14
marussia,Marussia,0,Finished,14
marussia,Marussia,0,Finished,14
force_india,Force India,0,Finished,15
ferrari,Ferrari,0,Finished,16
mclaren,McLaren,0,Finished,17
sauber,Sauber,0,Finished,17
toro_rosso,Toro Rosso,0,Finished,18
toro_rosso,Toro Rosso,0,Finished,18
ferrari,Ferrari,0,Finished,18
sauber,Sauber,0,Finished,18
lotus_f1,Lotus F1,0,Finished,18
force_india,Force India,0,Finished,18
toro_rosso,Toro Rosso,0,Finished,3
lotus_f1,Lotus F1,0,Finished,3
marussia,Marussia,0,Finished,3
lotus_f1,Lotus F1,0,Finished,3
caterham,Caterham,0,Finished,3
mclaren,McLaren,0,Finished,8
sauber,Sauber,0,Finished,11
mclaren,McLaren,0,Finished,11
lotus_f1,Lotus F1,0,Finished,11
toro_rosso,Toro Rosso,0,Finished,12
mclaren,McLaren,0,Finished,12
sauber,Sauber,0,Finished,12
sauber,Sauber,0,Finished,12
toro_rosso,Toro Rosso,0,Finished,13
force_india,Force India,0,Finished,13
toro_rosso,Toro Rosso,0,Finished,13
lotus_f1,Lotus F1,0,Finished,14
lotus_f1,Lotus F1,0,Finished,14
toro_rosso,Toro Rosso,0,Finished,14
caterham,Caterham,0,Finished,14
marussia,Marussia,0,Finished,14
force_india,Force India,0,Finished,16
toro_rosso,Toro Rosso,0,Finished,16
mclaren,McLaren,0,Finished,19
toro_rosso,Toro Rosso,0,Finished,19
force_india,Force India,0,Finished,6
lotus_f1,Lotus F1,0,Finished,6
sauber,Sauber,0,Finished,6
sauber,Sauber,0,Finished,10
lotus_f1,Lotus F1,0,Finished,10
sauber,Sauber,0,Finished,11
sauber,Sauber,0,Finished,13
lotus_f1,Lotus F1,0,Finished,13
mclaren,McLaren,0,Finished,15
mclaren,McLaren,0,Finished,16
manor,Manor Marussia,0,Finished,16
lotus_f1,Lotus F1,0,Finished,17
sauber,Sauber,0,Finished,17
toro_rosso,Toro Rosso,0,Finished,17
mclaren,McLaren,0,Finished,17
toro_rosso,Toro Rosso,0,Finished,19
renault,Renault,0,Finished,1
renault,Renault,0,Finished,1
force_india,Force India,0,Finished,1
force_india,Force India,0,Finished,3
mclaren,McLaren,0,Finished,3
mclaren,McLaren,0,Finished,3
mclaren,McLaren,0,Finished,8
red_bull,Red Bull,0,Finished,13
haas,Haas F1 Team,0,Finished,13
haas,Haas F1 Team,0,Finished,13
toro_rosso,Toro Rosso,0,Finished,13
renault,Renault,0,Finished,13
toro_rosso,Toro Rosso,0,Finished,16
haas,Haas F1 Team,0,Finished,17
manor,Manor Marussia,0,Finished,20
toro_rosso,Toro Rosso,0,Finished,20
renault,Renault,0,Finished,20
manor,Manor Marussia,0,Finished,20
mclaren,McLaren,0,Finished,20
haas,Haas F1 Team,0,Finished,21
haas,Haas F1 Team,0,Finished,21
renault,Renault,0,Finished,6
force_india,Force India,0,Finished,6
force_india,Force India,0,Finished,6
sauber,Sauber,0,Finished,8
mclaren,McLaren,0,Finished,8
toro_rosso,Toro Rosso,0,Finished,12
renault,Renault,0,Finished,12
mclaren,McLaren,0,Finished,12
haas,Haas F1 Team,0,Finished,12
sauber,Sauber,0,Finished,12
force_india,Force India,0,Finished,1
force_india,Force India,0,Finished,1
sauber,Sauber,0,Finished,1
force_india,Force India,0,Finished,3
force_india,Force India,0,Finished,3
mclaren,McLaren,0,Finished,3
sauber,Sauber,0,Finished,3
haas,Haas F1 Team,0,Finished,3
toro_rosso,Toro Rosso,0,Finished,3
sauber,Sauber,0,Finished,3
sauber,Sauber,0,Finished,4
toro_rosso,Toro Rosso,0,Finished,4
haas,Haas F1 Team,0,Finished,4
sauber,Sauber,0,Finished,6
force_india,Force India,0,Finished,6
haas,Haas F1 Team,0,Finished,6
mclaren,McLaren,0,Finished,10
toro_rosso,Toro Rosso,0,Finished,10
haas,Haas F1 Team,0,Finished,11
renault,Renault,0,Finished,11
mclaren,McLaren,0,Finished,11
alfa,Alfa Romeo,0,Finished,2
toro_rosso,Toro Rosso,0,Finished,5
renault,Renault,0,Finished,5
renault,Renault,0,Finished,5
alfa,Alfa Romeo,0,Finished,5
racing_point,Racing Point,0,Finished,5
alfa,Alfa Romeo,0,Finished,5
mclaren,McLaren,0,Finished,6
mclaren,McLaren,0,Finished,10
toro_rosso,Toro Rosso,0,Finished,10
racing_point,Racing Point,0,Finished,10
alfa,Alfa Romeo,0,Finished,11
alfa,Alfa Romeo,0,Finished,11
haas,Haas F1 Team,0,Finished,15
mclaren,McLaren,0,Finished,15
racing_point,Racing Point,0,Finished,15
renault,Renault,0,Finished,15
toro_rosso,Toro Rosso,0,Finished,15
haas,Haas F1 Team,0,Finished,15
racing_point,Racing Point,0,Finished,16
toro_rosso,Toro Rosso,0,Finished,16
alfa,Alfa Romeo,0,Finished,16
toro_rosso,Toro Rosso,0,Finished,16
alfa,Alfa Romeo,0,Finished,16
haas,Haas F1 Team,0,Finished,20
haas,Haas F1 Team,0,Finished,20
red_bull,Red Bull,0,Finished,20
renault,Renault,0,Finished,20
mercedes,Mercedes,0,Finished,4
mclaren,McLaren,0,Finished,4
alfa,Alfa Romeo,0,Finished,4
haas,Haas F1 Team,0,Finished,4
alphatauri,AlphaTauri,0,Finished,5
ferrari,Ferrari,0,Finished,5
mclaren,McLaren,0,Finished,5
alphatauri,AlphaTauri,0,Finished,7
alfa,Alfa Romeo,0,Finished,7
ferrari,Ferrari,0,Finished,7
ferrari,Ferrari,0,Finished,7
haas,Haas F1 Team,0,Finished,7
haas,Haas F1 Team,0,Finished,7
haas,Haas F1 Team,0,Finished,8
alfa,Alfa Romeo,0,Finished,8
red_bull,Red Bull,0,Finished,8
alfa,Alfa Romeo,0,Finished,8
haas,Haas F1 Team,0,Finished,9
ferrari,Ferrari,0,Finished,11
alfa,Alfa Romeo,0,Finished,11
haas,Haas F1 Team,0,Finished,11
alphatauri,AlphaTauri,0,Finished,11
ferrari,Ferrari,0,Finished,13
racing_point,Racing Point,0,Finished,13
haas,Haas F1 Team,0,Finished,13
red_bull,Red Bull,0,Finished,13
alphatauri,AlphaTauri,0,Finished,16
ferrari,Ferrari,0,Finished,16
alfa,Alfa Romeo,0,Finished,16
alfa,Alfa Romeo,0,Finished,16
haas,Haas F1 Team,0,Finished,16
haas,Haas F1 Team,0,Finished,16
alfa,Alfa Romeo,0,Finished,1
red_bull,Red Bull,0,Finished,2
alphatauri,AlphaTauri,0,Finished,2
alfa,Alfa Romeo,0,Finished,2
ferrari,Ferrari,0,Finished,3
alfa,Alfa Romeo,0,Finished,6
mercedes,Mercedes,0,Finished,6
haas,Haas F1 Team,0,Finished,6
haas,Haas F1 Team,0,Finished,6
mercedes,Mercedes,0,Finished,6
ferrari,Ferrari,0,Finished,7
alphatauri,AlphaTauri,0,Finished,10
ferrari,Ferrari,0,Finished,12
alpine,Alpine F1 Team,0,Finished,12
mercedes,Mercedes,0,Finished,12
alfa,Alfa Romeo,0,Finished,12
mclaren,McLaren,0,Finished,12
alphatauri,AlphaTauri,0,Finished,12
haas,Haas F1 Team,0,Finished,12
haas,Haas F1 Team,0,Finished,12
alfa,Alfa Romeo,0,Finished,12
red_bull,Red Bull,0,Finished,12
aston_martin,Aston Martin,0,Finished,12
aston_martin,Aston Martin,0,Finished,14
alfa,Alfa Romeo,0,Finished,14
alfa,Alfa Romeo,0,Finished,14
haas,Haas F1 Team,0,Finished,14
aston_martin,Aston Martin,0,Finished,15
aston_martin,Aston Martin,0,Finished,21
aston_martin,Aston Martin,0,Finished,22
haas,Haas F1 Team,0,Finished,1
aston_martin,Aston Martin,0,Finished,1
mclaren,McLaren,0,Finished,1
mclaren,McLaren,0,Finished,1
aston_martin,Aston Martin,0,Finished,1
alfa,Alfa Romeo,0,Finished,2
aston_martin,Aston Martin,0,Finished,2
alfa,Alfa Romeo,0,Finished,3
aston_martin,Aston Martin,0,Finished,3
alpine,Alpine F1 Team,0,Finished,5
alphatauri,AlphaTauri,0,Finished,5
mclaren,McLaren,0,Finished,5
haas,Haas F1 Team,0,Finished,5
alphatauri,AlphaTauri,0,Finished,7
alpine,Alpine F1 Team,0,Finished,7
mclaren,McLaren,0,Finished,7
aston_martin,Aston Martin,0,Finished,7
mclaren,McLaren,0,Finished,9
aston_martin,Aston Martin,0,Finished,9
alphatauri,AlphaTauri,0,Finished,9
mclaren,McLaren,0,Finished,9
haas,Haas F1 Team,0,Finished,9
aston_martin,Aston Martin,0,Finished,10
mclaren,McLaren,0,Finished,10
alphatauri,AlphaTauri,0,Finished,10
aston_martin,Aston Martin,0,Finished,12
alphatauri,AlphaTauri,0,Finished,12
alfa,Alfa Romeo,0,Finished,12
haas,Haas F1 Team,0,Finished,12
aston_martin,Aston Martin,0,Finished,14
mclaren,McLaren,0,Finished,14
alphatauri,AlphaTauri,0,Finished,14
alfa,Alfa Romeo,0,Finished,14
mclaren,McLaren,0,Finished,14
alphatauri,AlphaTauri,0,Finished,15
haas,Haas F1 Team,0,Finished,15
aston_martin,Aston Martin,0,Finished,15
haas,Haas F1 Team,0,Finished,15
alfa,Alfa Romeo,0,Finished,15
mclaren,McLaren,0,Finished,15
alpine,Alpine F1 Team,0,Finished,16
haas,Haas F1 Team,0,Finished,16
alfa,Alfa Romeo,0,Finished,17
haas,Haas F1 Team,0,Finished,17
mclaren,McLaren,0,Finished,18
aston_martin,Aston Martin,0,Finished,18
alphatauri,AlphaTauri,0,Finished,18
haas,Haas F1 Team,0,Finished,18
alfa,Alfa Romeo,0,Finished,18
alfa,Alfa Romeo,0,Finished,18
haas,Haas F1 Team,0,Finished,18
alphatauri,AlphaTauri,0,Finished,18
alpine,Alpine F1 Team,0,Finished,19
alfa,Alfa Romeo,0,Finished,19
alphatauri,AlphaTauri,0,Finished,19
haas,Haas F1 Team,0,Finished,19
mclaren,McLaren,0,Finished,19
aston_martin,Aston Martin,0,Finished,21
alfa,Alfa Romeo,0,Finished,21
haas,Haas F1 Team,0,Finished,21
alphatauri,AlphaTauri,0,Finished,21
alphatauri,AlphaTauri,0,Finished,22
toro_rosso,Toro Rosso,2,Finished,3
toro_rosso,Toro Rosso,2,Finished,9
renault,Renault,2,Finished,13
sauber,Sauber,2,Finished,17
toro_rosso,Toro Rosso,2,Finished,19
renault,Renault,2,Finished,3
toro_rosso,Toro Rosso,2,Finished,4
renault,Renault,2,Finished,12
renault,Renault,2,Finished,15
toro_rosso,Toro Rosso,2,Finished,16
toro_rosso,Toro Rosso,2,Finished,1
lotus_f1,Lotus F1,2,Finished,6
sauber,Sauber,2,Finished,7
sauber,Sauber,2,Finished,8
toro_rosso,Toro Rosso,2,Finished,12
sauber,Sauber,2,Finished,13
toro_rosso,Toro Rosso,2,Finished,14
toro_rosso,Toro Rosso,2,Finished,16
lotus_f1,Lotus F1,2,Finished,17
sauber,Sauber,2,Finished,20
lotus_f1,Lotus F1,2,Finished,3
sauber,Sauber,2,Finished,13
toro_rosso,Toro Rosso,2,Finished,1
toro_rosso,Toro Rosso,2,Finished,9
toro_rosso,Toro Rosso,2,Finished,11
toro_rosso,Toro Rosso,2,Finished,12
toro_rosso,Toro Rosso,2,Finished,15
lotus_f1,Lotus F1,2,Finished,17
sauber,Sauber,2,Finished,6
toro_rosso,Toro Rosso,2,Finished,13
toro_rosso,Toro Rosso,2,Finished,14
sauber,Sauber,2,Finished,16
toro_rosso,Toro Rosso,2,Finished,17
lotus_f1,Lotus F1,2,Finished,19
toro_rosso,Toro Rosso,2,Finished,1
toro_rosso,Toro Rosso,2,Finished,3
toro_rosso,Toro Rosso,2,Finished,15
sauber,Sauber,2,Finished,20
renault,Renault,2,Finished,3
haas,Haas F1 Team,2,Finished,14
haas,Haas F1 Team,2,Finished,16
renault,Renault,2,Finished,3
renault,Renault,2,Finished,8
haas,Haas F1 Team,2,Finished,10
sauber,Sauber,2,Finished,11
toro_rosso,Toro Rosso,2,Finished,13
haas,Haas F1 Team,2,Finished,20
toro_rosso,Toro Rosso,2,Finished,2
racing_point,Racing Point,2,Finished,4
toro_rosso,Toro Rosso,2,Finished,5
renault,Renault,2,Finished,6
toro_rosso,Toro Rosso,2,Finished,10
toro_rosso,Toro Rosso,2,Finished,13
renault,Renault,2,Finished,15
haas,Haas F1 Team,2,Finished,16
racing_point,Racing Point,2,Finished,20
alfa,Alfa Romeo,2,Finished,1
racing_point,Racing Point,2,Finished,4
racing_point,Racing Point,2,Finished,7
alphatauri,AlphaTauri,2,Finished,8
alfa,Alfa Romeo,2,Finished,9
alphatauri,AlphaTauri,2,Finished,10
haas,Haas F1 Team,2,Finished,11
alfa,Alfa Romeo,2,Finished,13
racing_point,Racing Point,2,Finished,14
renault,Renault,2,Finished,15
renault,Renault,2,Finished,17
alphatauri,AlphaTauri,2,Finished,1
alpine,Alpine F1 Team,2,Finished,2
aston_martin,Aston Martin,2,Finished,7
alphatauri,AlphaTauri,2,Finished,9
alpine,Alpine F1 Team,2,Finished,10
aston_martin,Aston Martin,2,Finished,16
alfa,Alfa Romeo,2,Finished,21
alpine,Alpine F1 Team,2,Finished,22
alpine,Alpine F1 Team,2,Finished,1
haas,Haas F1 Team,2,Finished,2
alphatauri,AlphaTauri,2,Finished,3
haas,Haas F1 Team,2,Finished,4
alfa,Alfa Romeo,2,Finished,7
alpine,Alpine F1 Team,2,Finished,9
aston_martin,Aston Martin,2,Finished,10
alphatauri,AlphaTauri,2,Finished,14
alpine,Alpine F1 Team,2,Finished,15
haas,Haas F1 Team,2,Finished,19
alfa,Alfa Romeo,2,Finished,21
renault,Renault,4,Finished,5
sauber,Sauber,4,Finished,13
renault,Renault,4,Finished,14
sauber,Sauber,4,Finished,16
sauber,Sauber,4,Finished,17
renault,Renault,4,Finished,4
toro_rosso,Toro Rosso,4,Finished,7
renault,Renault,4,Finished,9
sauber,Sauber,4,Finished,15
sauber,Sauber,4,Finished,1
toro_rosso,Toro Rosso,4,Finished,2
lotus_f1,Lotus F1,4,Finished,7
toro_rosso,Toro Rosso,4,Finished,12
toro_rosso,Toro Rosso,4,Finished,16
toro_rosso,Toro Rosso,4,Finished,20
sauber,Sauber,4,Finished,2
toro_rosso,Toro Rosso,4,Finished,6
toro_rosso,Toro Rosso,4,Finished,8
lotus_f1,Lotus F1,4,Finished,11
lotus_f1,Lotus F1,4,Finished,12
sauber,Sauber,4,Finished,19
toro_rosso,Toro Rosso,4,Finished,1
toro_rosso,Toro Rosso,4,Finished,7
sauber,Sauber,4,Finished,3
toro_rosso,Toro Rosso,4,Finished,11
toro_rosso,Toro Rosso,4,Finished,13
lotus_f1,Lotus F1,4,Finished,14
lotus_f1,Lotus F1,4,Finished,16
toro_rosso,Toro Rosso,4,Finished,3
toro_rosso,Toro Rosso,4,Finished,9
toro_rosso,Toro Rosso,4,Finished,10
haas,Haas F1 Team,4,Finished,3
renault,Renault,4,Finished,4
haas,Haas F1 Team,4,Finished,6
renault,Renault,4,Finished,7
toro_rosso,Toro Rosso,4,Finished,8
haas,Haas F1 Team,4,Finished,16
renault,Renault,4,Finished,6
renault,Renault,4,Finished,8
haas,Haas F1 Team,4,Finished,13
renault,Renault,4,Finished,14
haas,Haas F1 Team,4,Finished,17
haas,Haas F1 Team,4,Finished,20
toro_rosso,Toro Rosso,4,Finished,6
alfa,Alfa Romeo,4,Finished,10
haas,Haas F1 Team,4,Finished,11
renault,Renault,4,Finished,13
toro_rosso,Toro Rosso,4,Finished,15
renault,Renault,4,Finished,18
renault,Renault,4,Finished,1
renault,Renault,4,Finished,2
renault,Renault,4,Finished,5
alphatauri,AlphaTauri,4,Finished,7
renault,Renault,4,Finished,8
alphatauri,AlphaTauri,4,Finished,10
racing_point,Racing Point,4,Finished,11
alphatauri,AlphaTauri,4,Finished,17
aston_martin,Aston Martin,4,Finished,2
alpine,Alpine F1 Team,4,Finished,3
alpine,Alpine F1 Team,4,Finished,7
aston_martin,Aston Martin,4,Finished,10
alphatauri,AlphaTauri,4,Finished,12
alpine,Alpine F1 Team,4,Finished,14
alfa,Alfa Romeo,4,Finished,15
alpine,Alpine F1 Team,4,Finished,22
alphatauri,AlphaTauri,4,Finished,1
alphatauri,AlphaTauri,4,Finished,2
alfa,Alfa Romeo,4,Finished,3
aston_martin,Aston Martin,4,Finished,4
alpine,Alpine F1 Team,4,Finished,5
alfa,Alfa Romeo,4,Finished,9
haas,Haas F1 Team,4,Finished,10
alpine,Alpine F1 Team,4,Finished,12
aston_martin,Aston Martin,4,Finished,14
alphatauri,AlphaTauri,4,Finished,16
aston_martin,Aston Martin,4,Finished,17
aston_martin,Aston Martin,4,Finished,19
alpine,Alpine F1 Team,4,Finished,21
aston_martin,Aston Martin,4,Finished,22
renault,Renault,6,Finished,4
renault,Renault,6,Finished,8
sauber,Sauber,6,Finished,9
renault,Renault,6,Finished,15
sauber,Sauber,6,Finished,16
sauber,Sauber,6,Finished,2
renault,Renault,6,Finished,4
sauber,Sauber,6,Finished,7
sauber,Sauber,6,Finished,9
toro_rosso,Toro Rosso,6,Finished,16
lotus_f1,Lotus F1,6,Finished,1
lotus_f1,Lotus F1,6,Finished,14
lotus_f1,Lotus F1,6,Finished,16
lotus_f1,Lotus F1,6,Finished,17
lotus_f1,Lotus F1,6,Finished,19
lotus_f1,Lotus F1,6,Finished,2
toro_rosso,Toro Rosso,6,Finished,3
toro_rosso,Toro Rosso,6,Finished,12
sauber,Sauber,6,Finished,15
lotus_f1,Lotus F1,6,Finished,16
toro_rosso,Toro Rosso,6,Finished,2
lotus_f1,Lotus F1,6,Finished,3
lotus_f1,Lotus F1,6,Finished,4
lotus_f1,Lotus F1,6,Finished,7
lotus_f1,Lotus F1,6,Finished,10
lotus_f1,Lotus F1,6,Finished,14
lotus_f1,Lotus F1,6,Finished,15
toro_rosso,Toro Rosso,6,Finished,16
haas,Haas F1 Team,6,Finished,9
toro_rosso,Toro Rosso,6,Finished,2
haas,Haas F1 Team,6,Finished,8
haas,Haas F1 Team,6,Finished,12
renault,Renault,6,Finished,17
renault,Renault,6,Finished,1
toro_rosso,Toro Rosso,6,Finished,6
haas,Haas F1 Team,6,Finished,13
sauber,Sauber,6,Finished,16
renault,Renault,6,Finished,18
sauber,Sauber,6,Finished,20
sauber,Sauber,6,Finished,21
alfa,Alfa Romeo,6,Finished,2
haas,Haas F1 Team,6,Finished,5
toro_rosso,Toro Rosso,6,Finished,6
renault,Renault,6,Finished,10
haas,Haas F1 Team,6,Finished,11
toro_rosso,Toro Rosso,6,Finished,13
racing_point,Racing Point,6,Finished,14
racing_point,Racing Point,6,Finished,16
racing_point,Racing Point,6,Finished,18
alphatauri,AlphaTauri,6,Finished,1
racing_point,Racing Point,6,Finished,2
alphatauri,AlphaTauri,6,Finished,4
racing_point,Racing Point,6,Finished,5
alphatauri,AlphaTauri,6,Finished,9
renault,Renault,6,Finished,10
renault,Renault,6,Finished,15
alphatauri,AlphaTauri,6,Finished,16
alphatauri,AlphaTauri,6,Finished,2
alpine,Alpine F1 Team,6,Finished,3
alphatauri,AlphaTauri,6,Finished,6
alphatauri,AlphaTauri,6,Finished,7
alpine,Alpine F1 Team,6,Finished,10
aston_martin,Aston Martin,6,Finished,14
alpine,Alpine F1 Team,6,Finished,1
alpine,Alpine F1 Team,6,Finished,3
alphatauri,AlphaTauri,6,Finished,4
alfa,Alfa Romeo,6,Finished,5
alpine,Alpine F1 Team,6,Finished,6
alpine,Alpine F1 Team,6,Finished,7
alpine,Alpine F1 Team,6,Finished,8
alfa,Alfa Romeo,6,Finished,9
alpine,Alpine F1 Team,6,Finished,14
alpine,Alpine F1 Team,6,Finished,18
alpine,Alpine F1 Team,6,Finished,19
alpine,Alpine F1 Team,6,Finished,22
toro_rosso,Toro Rosso,1,Finished,6
sauber,Sauber,1,Finished,7
